title,price,location,year,mileage,list_date,URL,source
1997 Gold Wing GL1500,"$3,500",edmonds,1997,77k mi,6/20,https://seattle.craigslist.org/sno/mcy/d/edmonds-1997-gold-wing-gl1500/7634881442.html,craigslist
2015 tiger xcx,"$7,900",puyallup,2015,16k mi,6/20,https://seattle.craigslist.org/tac/mcy/d/puyallup-2015-tiger-xcx/7634878072.html,craigslist
2004 Honda Shadow 1100cc,"$2,700",stanwood,2004,47k mi,6/20,https://seattle.craigslist.org/sno/mcy/d/stanwood-2004-honda-shadow-1100cc/7634876315.html,craigslist
2007 Kawasaki Vulcan Nomad VN1600,"$3,975",redmond,2007,40k mi,6/20,https://seattle.craigslist.org/est/mcy/d/redmond-2007-kawasaki-vulcan-nomad/7634874049.html,craigslist
2019 Beta 390 RR-s,"$8,500",black,2019,475mi,6/20,https://seattle.craigslist.org/skc/mcy/d/black-diamond-2019-beta-390-rr/7634863501.html,craigslist
1981 Honda CT110 USED,"$1,900",bainbridge,1981,"8,970mi",6/20,https://seattle.craigslist.org/kit/mcy/d/bainbridge-island-1981-honda-ct110-used/7634853838.html,craigslist
2015 Triumph Bonneville T214  272/1000,"$6,000",seattle,2015,"2,500mi",6/20,https://seattle.craigslist.org/see/mcy/d/seattle-2015-triumph-bonneville/7634851765.html,craigslist
"1982 Honda XR500R dirt bike, orig engine turns over w/spark. xr-500","$1,000",seattle,1982,12k mi,6/20,https://seattle.craigslist.org/see/mcy/d/seattle-1982-honda-xr500r-dirt-bike/7634846444.html,craigslist
2023 DUAL MOTOR 6000W E-Scooters,"$3,750",seattle,2023,1mi,6/20,https://seattle.craigslist.org/est/mcd/d/seattle-2023-dual-motor-6000w-scooters/7634845617.html,craigslist
"SALE: New 32MPH 2000W E-Scooters, 60V 20AH, Up to 30mile Range","$1,200",seattle,-1,1mi,6/20,https://seattle.craigslist.org/est/mcd/d/seattle-sale-new-32mph-2000w-scooters/7634845423.html,craigslist
1973 Triumph 750 Bonneville T140V,"$3,950",edmonds,1973,11k mi,6/20,https://seattle.craigslist.org/sno/mcy/d/edmonds-1973-triumph-750-bonneville/7634841662.html,craigslist
2004 Harley Davidson Electra Glide CVO // FLHTCSE // Bassani Exhaust,"$9,995",portland,2004,51k mi,6/20,https://seattle.craigslist.org/see/mcd/d/portland-2004-harley-davidson-electra/7634841309.html,craigslist
2008 Yamaha Royal Star Venture,"$5,100",chehalis,2008,173k mi,6/20,https://seattle.craigslist.org/oly/mcy/d/chehalis-2008-yamaha-royal-star-venture/7634837630.html,craigslist
2010 Ducati Multistrada S All Options - MINT,"$7,800",everett,2010,19k mi,6/20,https://seattle.craigslist.org/sno/mcy/d/everett-2010-ducati-multistrada-all/7634834012.html,craigslist
Yamaha 650 v-star Classic,"$2,999",everett,-1,16k mi,6/20,https://seattle.craigslist.org/sno/mcy/d/everett-yamaha-650-star-classic/7634825239.html,craigslist
1972 BMW R60/5,"$6,000",seattle,1972,42k mi,6/20,https://seattle.craigslist.org/see/mcy/d/seattle-1972-bmw-r60/7634820506.html,craigslist
2024 Husqvarna FX 350,"$11,749",bremerton,2024,-1,6/20,https://seattle.craigslist.org/tac/mcd/d/bremerton-2024-husqvarna-fx-350/7634818496.html,craigslist
1978 VESPA P125X GREAT CONDITION RUNS VERY WELL,"$3,995",bellingham,1978,"1,796mi",6/20,https://seattle.craigslist.org/see/mcy/d/bellingham-1978-vespa-p125x-great/7634815532.html,craigslist
Dayton 675,"$4,000",gig,-1,14k mi,6/20,https://seattle.craigslist.org/tac/mcy/d/gig-harbor-dayton-675/7634809236.html,craigslist
2016 Harley Davidson CVO Street Glide,"$24,000",kent,2016,18k mi,6/20,https://seattle.craigslist.org/skc/mcy/d/kent-2016-harley-davidson-cvo-street/7634805945.html,craigslist
2022 KTM 300 XC TPI,"$8,499",bremerton,2022,-1,6/20,https://seattle.craigslist.org/tac/mcd/d/bremerton-2022-ktm-300-xc-tpi/7634794365.html,craigslist
2003 1800 Honda VTX,"$4,750",north,2003,53k mi,6/20,https://seattle.craigslist.org/sno/mcy/d/north-lakewood-honda-vtx/7634786795.html,craigslist
2014 FLHTK Electroglide Unlimited,"$14,500",puyallup,2014,63k mi,6/20,https://seattle.craigslist.org/tac/mcy/d/puyallup-2014-flhtk-electroglide/7634782060.html,craigslist
2009 TRIUMPH SPEED TRIPLE,"$5,195",snoqualmie,2009,33k mi,6/20,https://seattle.craigslist.org/est/mcd/d/snoqualmie-2009-triumph-speed-triple/7634778367.html,craigslist
Can-Am Rykers in stock!!,,lacey,-1,1mi,6/20,https://seattle.craigslist.org/oly/mcd/d/lacey-can-am-rykers-in-stock/7634774438.html,craigslist
2002 BMW R 1150 GS ABS,"$4,500",kent,2002,60k mi,6/20,https://seattle.craigslist.org/skc/mcy/d/kent-2002-bmw-1150-gs-abs/7634764419.html,craigslist
*** Triumph Speed Triple ($3K UPGRADES!),"$5,995",edmonds,-1,15k mi,6/20,https://seattle.craigslist.org/see/mcy/d/edmonds-triumph-speed-triple-3k-upgrades/7634753036.html,craigslist
2023 Suzuki Hayabusa,"$18,799",bremerton,2023,-1,6/20,https://seattle.craigslist.org/tac/mcd/d/bremerton-2023-suzuki-hayabusa/7634739310.html,craigslist
"2016 Ducati Scrambler Sixty2 w Termignoni - 2,485 Miles - 399cc L-Twin","$7,199",redmond,2016,"2,485mi",6/20,https://seattle.craigslist.org/est/mcd/d/redmond-2016-ducati-scrambler-sixty2/7634735086.html,craigslist
2009 Suzuki VZ800 Intruder 🏍  ++,"$3,900",lake,2009,17k mi,6/20,https://seattle.craigslist.org/sno/mcy/d/lake-stevens-2009-suzuki-vz800-intruder/7634734606.html,craigslist
"2009 Ducati Monster 696 Full Carbon, Ohlins, Termignoni - 696cc L-Twin","$8,999",redmond,2009,27k mi,6/20,https://seattle.craigslist.org/est/mcd/d/redmond-2009-ducati-monster-696-full/7634734128.html,craigslist
2009 Harley Quadbike,"$17,950",snohomish,2009,"8,433mi",6/20,https://seattle.craigslist.org/sno/mcy/d/snohomish-2009-harley-quadbike/7634732810.html,craigslist
24 KTM 150XC-W NW Euro Cycles,"$10,099",tacoma,-1,-1,6/20,https://seattle.craigslist.org/tac/mcd/d/tacoma-24-ktm-150xc-nw-euro-cycles/7634726582.html,craigslist
2018 Triumph Tiger XcA,"$11,250",bellevue,2018,13k mi,6/20,https://seattle.craigslist.org/est/mcy/d/bellevue-2018-triumph-tiger-xca/7634718003.html,craigslist
2017 BMW R9T Racer,"$12,995",seattle,2017,"1,850mi",6/20,https://seattle.craigslist.org/see/mcd/d/seattle-2017-bmw-r9t-racer/7634713686.html,craigslist
1976 Kawasaki KH100,"$2,995",seattle,1976,"3,777mi",6/20,https://seattle.craigslist.org/see/mcd/d/seattle-1976-kawasaki-kh100/7634713431.html,craigslist
2024 KTM 250 SX-F,"$10,199",bremerton,2024,-1,6/20,https://seattle.craigslist.org/tac/mcd/d/bremerton-2024-ktm-250-sx/7634710121.html,craigslist
2023 Suzuki V-Strom 800DE,"$11,349",olympia,2023,-1,6/20,https://seattle.craigslist.org/oly/mcd/d/olympia-2023-suzuki-strom-800de/7634709771.html,craigslist
2020 Harley Davidson- FAT BOB- concept motorcycle,"$20,999",seattle,2020,"1,607mi",6/20,https://seattle.craigslist.org/see/mcd/d/seattle-2020-harley-davidson-fat-bob/7634708067.html,craigslist
2023 ZERO FXE,"$9,995",kent,2023,10mi,6/20,https://seattle.craigslist.org/see/mcd/d/kent-2023-zero-fxe/7634707846.html,craigslist
2023 ZERO DSRX,"$21,999",seattle,2023,6mi,6/20,https://seattle.craigslist.org/see/mcd/d/seattle-2023-zero-dsrx/7634707666.html,craigslist
2022 ZERO SR,"$18,995",kent,2022,124mi,6/20,https://seattle.craigslist.org/see/mcd/d/kent-2022-zero-sr/7634707297.html,craigslist
2023 DUCATI DESERT X,"$20,999",kent,2023,72mi,6/20,https://seattle.craigslist.org/see/mcd/d/kent-2023-ducati-desert/7634707133.html,craigslist
2021 Harley-Davidson Iron 883,"$8,495",kent,2021,695mi,6/20,https://seattle.craigslist.org/see/mcd/d/kent-2021-harley-davidson-iron-883/7634706464.html,craigslist
2008 Aprilia Scarabeo 100 Scooter,$800,edmonds,2008,"4,510mi",6/20,https://seattle.craigslist.org/sno/mcy/d/edmonds-2008-aprilia-scarabeo-100/7634704740.html,craigslist
"2011 FZ6R - 12,747 Miles","$5,000",bellevue,2011,13k mi,6/20,https://seattle.craigslist.org/est/mcy/d/bellevue-2011-fz6r-miles/7634700128.html,craigslist
2021 Zero SZF72,"$13,900",seattle,2021,755mi,6/20,https://seattle.craigslist.org/see/mcd/d/seattle-2021-zero-szf72/7634693457.html,craigslist
2021 Sherco SEF300,"$9,499",seattle,2021,-1,6/20,https://seattle.craigslist.org/see/mcd/d/seattle-2021-sherco-sef300/7634693359.html,craigslist
"2018 ""Harley"" Custom Motorcycle","$13,000",north,2018,100mi,6/20,https://seattle.craigslist.org/sno/mcy/d/north-lakewood-2018-harley-custom/7634688705.html,craigslist
Honda CRF50,"$1,800",olympia,-1,1mi,6/20,https://seattle.craigslist.org/oly/mcy/d/olympia-honda-crf50/7634688390.html,craigslist
1984 BMW R80RT Airhead,"$4,899",seattle,1984,72k mi,6/20,https://seattle.craigslist.org/see/mcy/d/seattle-1984-bmw-r80rt-airhead/7634679676.html,craigslist
1980 Suzuki GS 750 ET,"$3,000",tacoma,1980,14k mi,6/20,https://seattle.craigslist.org/tac/mcy/d/tacoma-1980-suzuki-gs-750-et/7634677247.html,craigslist
"2015 BMW motorcycle  1200 GS Adventure, low suspension, fully loaded","$14,000",kirkland,2015,20k mi,6/20,https://seattle.craigslist.org/est/mcy/d/kirkland-2015-bmw-motorcycle-1200-gs/7634667686.html,craigslist
HD Heritage Softail -2013,"$10,500",camano,2013,27k mi,6/20,https://seattle.craigslist.org/sno/mcy/d/camano-island-hd-heritage-softail-2013/7634663931.html,craigslist
2022 KX 450 + warranty + tank + extras,"$9,000",colburn,2022,20mi,6/20,https://seattle.craigslist.org/see/mcy/d/colburn-2022-kx-450-warranty-tank-extras/7634662973.html,craigslist
2019 Husqvarna Svartpilen 701,"$8,500",tacoma,2019,"1,200mi",6/20,https://seattle.craigslist.org/tac/mcy/d/tacoma-2019-husqvarna-svartpilen-701/7634653907.html,craigslist
2007 Kawasaki KLX 250S,"$2,100",seattle,2007,11k mi,6/20,https://seattle.craigslist.org/see/mcy/d/seattle-2007-kawasaki-klx-250s/7634651910.html,craigslist
2022 KTM 300 XC TPI,"$8,499",bremerton,2022,-1,6/20,https://seattle.craigslist.org/tac/mcd/d/bremerton-2022-ktm-300-xc-tpi/7634647952.html,craigslist
2009 Buell Firebolt,"$4,950",lynnwood,2009,"5,300mi",6/20,https://seattle.craigslist.org/sno/mcy/d/lynnwood-2009-buell-firebolt/7634642805.html,craigslist
2007 Triumph America-Low Miles-Excellent Condition,"$3,750",seattle,2007,"4,600mi",6/20,https://seattle.craigslist.org/see/mcy/d/seattle-2007-triumph-america-low-miles/7634640378.html,craigslist
2023 Honda XR150L,"$2,971",lakewood,2023,-1,6/20,https://seattle.craigslist.org/tac/mcd/d/lakewood-2023-honda-xr150l/7634639857.html,craigslist
New 2022 SSR 70 auto pit bike,,kittitas,2022,1mi,6/20,https://seattle.craigslist.org/see/mcd/d/kittitas-new-2022-ssr-70-auto-pit-bike/7634632960.html,craigslist
2020 Harley-Davidson Softail Fat Boy 114 FLFBS,,renton,2020,"3,640mi",6/20,https://seattle.craigslist.org/see/mcd/d/renton-2020-harley-davidson-softail-fat/7634620646.html,craigslist
2007 Honda CRF450R,"$2,900",port,2007,500mi,6/20,https://seattle.craigslist.org/kit/mcy/d/port-orchard-2007-honda-crf450r/7634619963.html,craigslist
2023 Husqvarna Norden 901,"$14,499",bremerton,2023,-1,6/20,https://seattle.craigslist.org/tac/mcd/d/bremerton-2023-husqvarna-norden-901/7634619893.html,craigslist
1998 BMW K1200 RS Motorcycle,"$2,800",kent,1998,84k mi,6/20,https://seattle.craigslist.org/see/mcy/d/kent-1998-bmw-k1200-rs-motorcycle/7634603114.html,craigslist
2005 MERCEDES SL55 AMG 5.5L V8 SUPERCHARGED ULTRA LOW 28K MILES** Benz,"$33,995",kent,2005,28k mi,6/20,https://seattle.craigslist.org/see/mcd/d/kent-2005-mercedes-sl55-amg-55l-v8/7634599989.html,craigslist
2018 Harley-Davidson FLHTK - Ultra Limited,"$16,499",lakewood,2018,26k mi,6/20,https://seattle.craigslist.org/tac/mcd/d/lakewood-2018-harley-davidson-flhtk/7634595450.html,craigslist
2019 Harley-Davidson FLHTK,,silverdale,2019,-1,6/20,https://seattle.craigslist.org/kit/mcd/d/silverdale-2019-harley-davidson-flhtk/7634593480.html,craigslist
2011 Harley-Davidson Electra Glide Ultra Classic,"$12,999",tacoma,2011,32k mi,6/20,https://seattle.craigslist.org/tac/mcd/d/tacoma-2011-harley-davidson-electra/7634593439.html,craigslist
2022 Harley-Davidson Sportster Nightster,"$13,499",tacoma,2022,85mi,6/20,https://seattle.craigslist.org/tac/mcd/d/tacoma-2022-harley-davidson-sportster/7634593392.html,craigslist
2017 Honda Africa Twin,"$9,000",olympia,2017,"3,000mi",6/19,https://seattle.craigslist.org/oly/mcy/d/olympia-2017-honda-africa-twin/7634534261.html,craigslist
2016 Kawasaki Ninja ex650,"$6,300",lynnwood,2016,"8,450mi",6/19,https://seattle.craigslist.org/see/mcy/d/lynnwood-2016-kawasaki-ninja-ex650/7634523380.html,craigslist
2016 CBR650F,"$6,500",puyallup,2016,"3,671mi",6/19,https://seattle.craigslist.org/tac/mcy/d/puyallup-2016-cbr650f/7634521630.html,craigslist
Scarabeo 200,$650,seattle,-1,"5,283mi",6/19,https://seattle.craigslist.org/see/mcy/d/seattle-scarabeo-200/7634518296.html,craigslist
2012 Ninja 650,"$2,800",seattle,2012,55k mi,6/19,https://seattle.craigslist.org/see/mcy/d/seattle-2012-ninja-650/7634514669.html,craigslist
2014 Yamaha Wr250R (6424 miles),"$4,500",seattle,2014,"6,424mi",6/19,https://seattle.craigslist.org/see/mcy/d/seattle-2014-yamaha-wr250r-6424-miles/7634513643.html,craigslist
1981 Yanaha XS100,"$2,000",gig,1981,"6,500mi",6/19,https://seattle.craigslist.org/tac/mcy/d/gig-harbor-1981-yanaha-xs100/7634511692.html,craigslist
2001 Harley Davidson roadking,"$10,000",bonney,2001,26k mi,6/19,https://seattle.craigslist.org/tac/mcy/d/bonney-lake-2001-harley-davidson/7634508184.html,craigslist
2002 Suzuki GS500,"$3,000",gig,2002,17k mi,6/19,https://seattle.craigslist.org/tac/mcy/d/gig-harbor-2002-suzuki-gs500/7634467793.html,craigslist
For sale... A gently used QUANTUM Q6 EDGE 2.0 ilevel Mobility Scooter,"$7,500",seattle,-1,500mi,6/19,https://seattle.craigslist.org/see/mcy/d/seattle-for-sale-gently-used-quantum-q6/7634455766.html,craigslist
HONDA CT110 TRAIL 110,"$2,750",tacoma,-1,994mi,6/19,https://seattle.craigslist.org/tac/mcd/d/tacoma-honda-ct110-trail-110/7634440529.html,craigslist
HONDA CT110 TRAIL 110,"$2,750",tacoma,-1,"1,228mi",6/19,https://seattle.craigslist.org/tac/mcd/d/tacoma-honda-ct110-trail-110/7634440414.html,craigslist
Honda CBR 500R ABS,"$4,500",kirkland,-1,"1,829mi",6/19,https://seattle.craigslist.org/est/mcy/d/kirkland-honda-cbr-500r-abs/7634433564.html,craigslist
Suzuki DRZ70,"$1,899",redmond,-1,50mi,6/19,https://seattle.craigslist.org/est/mcy/d/redmond-suzuki-drz70/7634422060.html,craigslist
2022 KTM 300 XC TPI,"$8,499",bremerton,2022,-1,6/19,https://seattle.craigslist.org/tac/mcd/d/bremerton-2022-ktm-300-xc-tpi/7634419643.html,craigslist
Sold Sold 2022 Honda CBR 500 RA ABS - 440 Miles - 471cc Parallel Twin,"$6,999",redmond,2022,440mi,6/19,https://seattle.craigslist.org/est/mcd/d/redmond-sold-sold-2022-honda-cbr-500-ra/7634418995.html,craigslist
"2022 CFMOTO 700CL-X SPORTBIKE EFI LED SAVE $1,500 AT CLEM'S!","$4,999",wilkeson,2022,-1,6/19,https://seattle.craigslist.org/skc/mcd/d/wilkeson-2022-cfmoto-700cl-sportbike/7634398435.html,craigslist
2022 CFMOTO 300SS 330 SS SPORTBIKE TFT DISPLAY EFI LED SAVE $300 CLEMS,"$3,999",wilkeson,2022,-1,6/19,https://seattle.craigslist.org/skc/mcd/d/wilkeson-2022-cfmoto-300ss-330-ss/7634394181.html,craigslist
1999 Honda Goldwing 50th Anniversary Special Edition,"$4,500",milton,1999,61k mi,6/19,https://seattle.craigslist.org/tac/mcy/d/milton-1999-honda-goldwing-50th/7634388294.html,craigslist
2023 Honda Rebel 300,"$4,749",lakewood,2023,-1,6/19,https://seattle.craigslist.org/tac/mcd/d/lakewood-2023-honda-rebel-300/7634386254.html,craigslist
2011 Harley Heritage Softail,"$14,900",lacey,2011,14k mi,6/19,https://seattle.craigslist.org/oly/mcy/d/lacey-2011-harley-heritage-softail/7634377014.html,craigslist
Harley Davidson Deluxe,"$13,500",snohomish,-1,"9,761mi",6/19,https://seattle.craigslist.org/sno/mcy/d/snohomish-harley-davidson-deluxe/7634375358.html,craigslist
Kawasaki bike EX300BDF,$500,maple,-1,"2,341mi",6/19,https://seattle.craigslist.org/est/mcy/d/maple-valley-kawasaki-bike-ex300bdf/7634360425.html,craigslist
2016 Honda Africa Twin DCT,"$8,950",olalla,2016,20k mi,6/19,https://seattle.craigslist.org/est/mcy/d/olalla-2016-honda-africa-twin-dct/7634356060.html,craigslist
Kawasaki Vulcan 900,"$3,500",seabeck,-1,"6,761mi",6/19,https://seattle.craigslist.org/kit/mcy/d/seabeck-kawasaki-vulcan-900/7634346459.html,craigslist
1961 BSA SPITFIRE SCRAMBLER,"$10,000",centralia,1961,1mi,6/19,https://seattle.craigslist.org/oly/mcy/d/centralia-1961-bsa-spitfire-scrambler/7634345382.html,craigslist
2007 Harley Davidson Street Glide,"$8,700",mukilteo,2007,61k mi,6/19,https://seattle.craigslist.org/sno/mcy/d/mukilteo-2007-harley-davidson-street/7634333747.html,craigslist
‘08 Ultraglide,"$7,000",granite,-1,72k mi,6/19,https://seattle.craigslist.org/sno/mcy/d/granite-falls-08-ultraglide/7634323565.html,craigslist
2009 Kawasaki,"$3,400",carnation,2009,18k mi,6/19,https://seattle.craigslist.org/est/mcy/d/carnation-2009-kawasaki/7634298081.html,craigslist
2014 Triumph Tiger Explorer XC,"$8,900",seattle,2014,44k mi,6/19,https://seattle.craigslist.org/see/mcd/d/seattle-2014-triumph-tiger-explorer-xc/7634290037.html,craigslist
2021 Honda CBR300R,"$4,750",seattle,2021,"3,594mi",6/19,https://seattle.craigslist.org/see/mcd/d/seattle-2021-honda-cbr300r/7634289744.html,craigslist
2001 Kawasaki KLX300,"$2,000",lakewood,2001,1mi,6/19,https://seattle.craigslist.org/tac/mcy/d/lakewood-2001-kawasaki-klx300/7634272180.html,craigslist
2005 Kawasaki KX250f,"$2,300",lakewood,2005,1mi,6/19,https://seattle.craigslist.org/sno/mcy/d/lakewood-2005-kawasaki-kx250f/7634269829.html,craigslist
2015 Honda CBR500R ABS,"$5,495",olympia,2015,"4,597mi",6/19,https://seattle.craigslist.org/oly/mcd/d/olympia-2015-honda-cbr500r-abs/7634262552.html,craigslist
2022 CFMOTO 300NK 300cc EFI TFT DASH ABS BRAKES SAVE $500 ONLY @ CLEMS,"$3,499",wilkeson,2022,-1,6/19,https://seattle.craigslist.org/skc/mcd/d/wilkeson-2022-cfmoto-300nk-300cc-efi/7634259986.html,craigslist
Ducati Monster,"$3,700",seattle,-1,17k mi,6/19,https://seattle.craigslist.org/see/mcy/d/seattle-ducati-monster/7634247425.html,craigslist
2023 CFMoto 300SS,"$4,499",bremerton,2023,-1,6/19,https://seattle.craigslist.org/tac/mcd/d/bremerton-2023-cfmoto-300ss/7634242187.html,craigslist
2021 Kawasaki Z900RS,"$9,499",lakewood,2021,661mi,6/19,https://seattle.craigslist.org/tac/mcd/d/lakewood-2021-kawasaki-z900rs/7634233224.html,craigslist
2006 Suzuki DL1000,"$4,295",olympia,2006,25k mi,6/19,https://seattle.craigslist.org/oly/mcd/d/olympia-2006-suzuki-dl1000/7634230748.html,craigslist
Kawasaki Concours 1400,"$8,500",seattle,1400,14k mi,6/19,https://seattle.craigslist.org/see/mcy/d/seattle-kawasaki-concours-1400/7634230360.html,craigslist
2022 KLR 650,"$7,400",post,2022,"6,800mi",6/19,https://seattle.craigslist.org/see/mcy/d/post-falls-2022-klr-650/7634228992.html,craigslist
2021 Harley-Davidson Road Glide Special FLTRXS,,renton,2021,"1,989mi",6/19,https://seattle.craigslist.org/see/mcd/d/renton-2021-harley-davidson-road-glide/7634213567.html,craigslist
2023 Husqvarna TC 50,"$4,049",bremerton,2023,-1,6/19,https://seattle.craigslist.org/tac/mcd/d/bremerton-2023-husqvarna-tc-50/7634212485.html,craigslist
2008 Harley-Davidson Dyna Superglide FDX,"$7,500",silverdale,2008,15k mi,6/19,https://seattle.craigslist.org/kit/mcy/d/silverdale-2008-harley-davidson-dyna/7634203092.html,craigslist
Yamaha MT-10,"$10,500",olympia,-1,"8,000mi",6/19,https://seattle.craigslist.org/oly/mcy/d/olympia-yamaha-mt-10/7634197563.html,craigslist
2020 Harley-Davidson Touring Softail Street Glide,"$22,999",silverdale,2020,"3,802mi",6/19,https://seattle.craigslist.org/kit/mcd/d/silverdale-2020-harley-davidson-touring/7634184641.html,craigslist
2022 Harley-Davidson Softail Heritage Classic,"$22,999",silverdale,2022,"1,960mi",6/19,https://seattle.craigslist.org/kit/mcd/d/silverdale-2022-harley-davidson-softail/7634184544.html,craigslist
2022 Harley-Davidson Electra Glide Ultra Limited,"$29,999",tacoma,2022,"7,202mi",6/19,https://seattle.craigslist.org/tac/mcd/d/tacoma-2022-harley-davidson-electra/7634184535.html,craigslist
2018 Harley-Davidson Street Glide Touring Special,"$23,999",tacoma,2018,24k mi,6/19,https://seattle.craigslist.org/tac/mcd/d/tacoma-2018-harley-davidson-street/7634184526.html,craigslist
2019 Harley-Davidson Street Glide Special,"$24,999",tacoma,2019,16k mi,6/19,https://seattle.craigslist.org/tac/mcd/d/tacoma-2019-harley-davidson-street/7634184518.html,craigslist
2013 Triumph Tiger 800,"$7,699",everett,2013,10k mi,6/19,https://seattle.craigslist.org/sno/mcy/d/everett-2013-triumph-tiger-800/7634166792.html,craigslist
2007 Honda Shadow VT750 Priced to Sell,"$2,975",bellingham,2007,33k mi,6/19,https://seattle.craigslist.org/see/mcy/d/bellingham-2007-honda-shadow-vt750/7634132326.html,craigslist
